url,type,title,h1,canonical,indexable,in_sitemap,status_code,content_length,internal_inlinks,internal_outlinks,schema_types,primary_intent,target_keyword,content_quality,action
https://liftpdf.com,home,"LiftPDF - Free PDF tools to convert, merge, split, compress, protect and edit files directly in your browser.",Every PDF Tool You Need,https://liftpdf.com/,PARTIAL,YES,200,3911,268,39,Organization|WebSite|SoftwareApplication,understand LiftPDF,free pdf tools,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/pdf-tools,tool_index,All PDF Tools Online | LiftPDF,All PDF Tools,https://liftpdf.com/pdf-tools,YES,YES,200,3047,469,35,CollectionPage|BreadcrumbList|FAQPage,discover related PDF tools,pdf tools,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/pdf-converter,category,PDF Converter Online | LiftPDF - Free Browser PDF Tools,PDF Converter Online | LiftPDF,https://liftpdf.com/pdf-converter,YES,YES,200,4719,420,29,CollectionPage|Article|BreadcrumbList|FAQPage,discover related PDF tools,pdf converter,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/pdf-editor,category,PDF Editor Online | LiftPDF - Free PDF Editing Tools,PDF Editor Online | LiftPDF,https://liftpdf.com/pdf-editor,YES,YES,200,4291,408,27,CollectionPage|Article|BreadcrumbList|FAQPage,discover related PDF tools,pdf editor,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/pdf-security,category,PDF Security Tools | LiftPDF - Secure PDF Tools Online,PDF Security Tools | LiftPDF,https://liftpdf.com/pdf-security,YES,YES,200,1068,161,23,CollectionPage|Article|BreadcrumbList|FAQPage,discover related PDF tools,pdf security,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/pdf-image-tools,category,PDF Image Tools | LiftPDF - Image and PDF Converters,PDF Image Tools | LiftPDF,https://liftpdf.com/pdf-image-tools,YES,YES,200,3843,181,28,CollectionPage|Article|BreadcrumbList|FAQPage,discover related PDF tools,pdf image tools,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/organize-pdf,category,Organize PDF Online | LiftPDF - Free PDF Organizer,Organize PDF Online | LiftPDF,https://liftpdf.com/organize-pdf,YES,YES,200,4388,205,28,CollectionPage|Article|BreadcrumbList|FAQPage,discover related PDF tools,organize pdf,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/privacy,trust,Privacy First PDF Tools | LiftPDF,Privacy First,https://liftpdf.com/privacy,YES,YES,200,3846,292,21,WebPage|BreadcrumbList|FAQPage,evaluate LiftPDF trust and policies,privacy,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/cookies,trust,Cookie Policy | LiftPDF,Cookie Policy,https://liftpdf.com/cookies,YES,YES,200,1181,270,21,WebPage|BreadcrumbList,evaluate LiftPDF trust and policies,cookies,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/security,trust,LiftPDF Security Overview | Browser-Side PDF Processing,Security Overview,https://liftpdf.com/security,YES,YES,200,2402,157,23,WebPage|BreadcrumbList|FAQPage,evaluate LiftPDF trust and policies,security,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/about,trust,About LiftPDF | Private Browser-Based PDF Tools,Why LiftPDF exists,https://liftpdf.com/about,YES,YES,200,1182,135,21,AboutPage|BreadcrumbList,evaluate LiftPDF trust and policies,about,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/why-liftpdf,trust,Why LiftPDF | Private PDF Tools in Your Browser,A private way to work with PDFs,https://liftpdf.com/why-liftpdf,YES,YES,200,2012,137,22,WebPage|BreadcrumbList|FAQPage,evaluate LiftPDF trust and policies,why liftpdf,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/terms,trust,Terms of Use | LiftPDF,Terms of Use,https://liftpdf.com/terms,YES,YES,200,1234,134,21,WebPage,evaluate LiftPDF trust and policies,terms,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/contact,trust,Contact LiftPDF | Support and Product Questions,Contact LiftPDF,https://liftpdf.com/contact,YES,YES,200,659,138,21,ContactPage,evaluate LiftPDF trust and policies,contact,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/learn,editorial_hub,"LiftPDF Learning Center | PDF Guides, Help and Glossary",LiftPDF Learning Center,https://liftpdf.com/learn,YES,YES,200,8247,502,65,CollectionPage|BreadcrumbList,browse PDF education resources,learn,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/guides,editorial_hub,PDF Guides | LiftPDF Learning Center,PDF guides for real document tasks,https://liftpdf.com/guides,YES,YES,200,22252,136,115,CollectionPage|BreadcrumbList,browse PDF education resources,guides,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/pdf-glossary,editorial_hub,PDF Glossary | LiftPDF,PDF terms explained simply,https://liftpdf.com/pdf-glossary,YES,YES,200,5374,233,40,DefinedTermSet|BreadcrumbList,browse PDF education resources,pdf glossary,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/help,editorial_hub,Help Center | LiftPDF,Help for common PDF workflows,https://liftpdf.com/help,YES,YES,200,1667,177,27,CollectionPage|FAQPage|BreadcrumbList,browse PDF education resources,help,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/learn/pdf-basics,learning_topic,PDF Basics Guides | LiftPDF Learning Center,PDF Basics,https://liftpdf.com/learn/pdf-basics,YES,YES,200,3955,18,36,CollectionPage|BreadcrumbList|FAQPage,browse PDF education resources,learn/pdf basics,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/learn/convert-pdf,learning_topic,Convert PDF Guides | LiftPDF Learning Center,Convert PDF,https://liftpdf.com/learn/convert-pdf,YES,YES,200,3275,9,35,CollectionPage|BreadcrumbList|FAQPage,browse PDF education resources,learn/convert pdf,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/learn/organize-pdf,learning_topic,Organize PDF Guides | LiftPDF Learning Center,Organize PDF,https://liftpdf.com/learn/organize-pdf,YES,YES,200,5751,22,47,CollectionPage|BreadcrumbList|FAQPage,browse PDF education resources,learn/organize pdf,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/learn/edit-pdf,learning_topic,Edit PDF Guides | LiftPDF Learning Center,Edit PDF,https://liftpdf.com/learn/edit-pdf,YES,YES,200,4657,1,42,CollectionPage|BreadcrumbList|FAQPage,browse PDF education resources,learn/edit pdf,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/learn/pdf-security,learning_topic,PDF Security Guides | LiftPDF Learning Center,PDF Security,https://liftpdf.com/learn/pdf-security,YES,YES,200,3253,14,34,CollectionPage|BreadcrumbList|FAQPage,browse PDF education resources,learn/pdf security,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/learn/pdf-images,learning_topic,PDF and Images Guides | LiftPDF Learning Center,PDF and Images,https://liftpdf.com/learn/pdf-images,YES,YES,200,4448,11,42,CollectionPage|BreadcrumbList|FAQPage,browse PDF education resources,learn/pdf images,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/learn/troubleshooting,learning_topic,Troubleshooting Guides | LiftPDF Learning Center,Troubleshooting,https://liftpdf.com/learn/troubleshooting,YES,YES,200,4087,15,38,CollectionPage|BreadcrumbList|FAQPage,browse PDF education resources,learn/troubleshooting,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/learn/comparisons,learning_topic,Comparisons Guides | LiftPDF Learning Center,Comparisons,https://liftpdf.com/learn/comparisons,YES,YES,200,3165,14,33,CollectionPage|BreadcrumbList|FAQPage,browse PDF education resources,learn/comparisons,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/jpg-to-pdf,tool,JPG to PDF Converter - Free Online Tool | LiftPDF,JPG to PDF Converter,https://liftpdf.com/jpg-to-pdf,YES,YES,200,9202,754,28,WebApplication|BreadcrumbList|HowTo|SoftwareApplication|FAQPage,complete a PDF task,jpg to pdf,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/png-to-pdf,tool,PNG to PDF Converter - Free Online Tool | LiftPDF,PNG to PDF Converter,https://liftpdf.com/png-to-pdf,YES,YES,200,7526,32,28,WebApplication|BreadcrumbList|HowTo|SoftwareApplication|FAQPage,complete a PDF task,png to pdf,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/images-to-pdf,tool,Images to PDF Converter - Free Online Tool | LiftPDF,Images to PDF Converter,https://liftpdf.com/images-to-pdf,YES,YES,200,7791,39,28,WebApplication|BreadcrumbList|HowTo|SoftwareApplication|FAQPage,complete a PDF task,images to pdf,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/pdf-to-jpg,tool,PDF to JPG Converter - Free Online Tool | LiftPDF,PDF to JPG Converter,https://liftpdf.com/pdf-to-jpg,YES,YES,200,7875,39,23,WebApplication|BreadcrumbList|HowTo|SoftwareApplication|FAQPage,complete a PDF task,pdf to jpg,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/pdf-to-png,tool,PDF to PNG Converter - Free Online Tool | LiftPDF,PDF to PNG Converter,https://liftpdf.com/pdf-to-png,YES,YES,200,7169,18,24,WebApplication|BreadcrumbList|HowTo|SoftwareApplication|FAQPage,complete a PDF task,pdf to png,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/merge-pdf,tool,Merge PDF Online - Free PDF Merger | LiftPDF,Merge PDF Online,https://liftpdf.com/merge-pdf,YES,YES,200,8414,249,30,WebApplication|BreadcrumbList|HowTo|SoftwareApplication|FAQPage,complete a PDF task,merge pdf,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/split-pdf,tool,Split PDF Online - Free PDF Splitter | LiftPDF,Split PDF Online,https://liftpdf.com/split-pdf,YES,YES,200,7555,42,24,WebApplication|BreadcrumbList|HowTo|SoftwareApplication|FAQPage,complete a PDF task,split pdf,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/compress-pdf,tool,Compress PDF Online - Free PDF Compressor | LiftPDF,Compress PDF Online,https://liftpdf.com/compress-pdf,YES,YES,200,8315,201,27,WebApplication|BreadcrumbList|HowTo|SoftwareApplication|FAQPage,complete a PDF task,compress pdf,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/rotate-pdf,tool,Rotate PDF Online - Free PDF Rotator | LiftPDF,Rotate PDF Online,https://liftpdf.com/rotate-pdf,YES,YES,200,7065,15,25,WebApplication|BreadcrumbList|HowTo|SoftwareApplication|FAQPage,complete a PDF task,rotate pdf,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/add-page-numbers,tool,Add Page Numbers to PDF Online | LiftPDF,Add Page Numbers to PDF,https://liftpdf.com/add-page-numbers,YES,YES,200,7707,16,25,WebApplication|BreadcrumbList|HowTo|SoftwareApplication|FAQPage,complete a PDF task,add page numbers,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/watermark-pdf,tool,Watermark PDF Online - Add Text or Image Watermark | LiftPDF,Watermark PDF Online,https://liftpdf.com/watermark-pdf,YES,YES,200,7681,16,24,WebApplication|BreadcrumbList|HowTo|SoftwareApplication|FAQPage,complete a PDF task,watermark pdf,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/pdf-to-text,tool,PDF to Text Online Free | Extract Text from PDF | LiftPDF,PDF to Text,https://liftpdf.com/pdf-to-text,YES,YES,200,6919,18,28,WebApplication|BreadcrumbList|HowTo|SoftwareApplication|FAQPage,complete a PDF task,pdf to text,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/protect-pdf,tool,Protect PDF Online Free | Add Password to PDF | LiftPDF,Protect PDF,https://liftpdf.com/protect-pdf,YES,YES,200,7150,23,26,WebApplication|BreadcrumbList|HowTo|SoftwareApplication|FAQPage,complete a PDF task,protect pdf,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/unlock-pdf,tool,Unlock PDF Online Free | Remove PDF Password | LiftPDF,Unlock PDF,https://liftpdf.com/unlock-pdf,YES,YES,200,7303,22,27,WebApplication|BreadcrumbList|HowTo|SoftwareApplication|FAQPage,complete a PDF task,unlock pdf,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/delete-pages,tool,Remove Pages from PDF Online Free | LiftPDF,Delete PDF Pages,https://liftpdf.com/delete-pages,YES,YES,200,8591,46,24,WebApplication|BreadcrumbList|HowTo|SoftwareApplication|FAQPage,complete a PDF task,delete pages,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/extract-pages,tool,Extract PDF Pages Online Free | LiftPDF,Extract PDF Pages,https://liftpdf.com/extract-pages,YES,YES,200,9593,63,30,WebApplication|BreadcrumbList|HowTo|SoftwareApplication|FAQPage,complete a PDF task,extract pages,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/reorder-pages,tool,Reorder PDF Pages Online Free | LiftPDF,Reorder PDF Pages,https://liftpdf.com/reorder-pages,YES,YES,200,8400,44,24,WebApplication|BreadcrumbList|HowTo|SoftwareApplication|FAQPage,complete a PDF task,reorder pages,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/guides/how-to-extract-pages-from-pdf,guide,How to Extract Pages From a PDF | LiftPDF,How to Extract Pages From a PDF,https://liftpdf.com/guides/how-to-extract-pages-from-pdf,YES,YES,200,5284,18,26,Article|BreadcrumbList|HowTo|FAQPage,learn how to solve a PDF problem,guides/how to extract pages from pdf,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/guides/extract-one-page-from-pdf,guide,How to Extract One Page From a PDF | LiftPDF,How to Extract One Page From a PDF,https://liftpdf.com/guides/extract-one-page-from-pdf,YES,YES,200,2805,8,26,Article|BreadcrumbList|HowTo|FAQPage,learn how to solve a PDF problem,guides/extract one page from pdf,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/guides/extract-multiple-pages-from-pdf,guide,How to Extract Multiple PDF Pages | LiftPDF,How to Extract Multiple Pages From a PDF,https://liftpdf.com/guides/extract-multiple-pages-from-pdf,YES,YES,200,2784,9,26,Article|BreadcrumbList|HowTo|FAQPage,learn how to solve a PDF problem,guides/extract multiple pages from pdf,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/guides/extract-pdf-pages-without-adobe,guide,Extract PDF Pages Without Adobe | LiftPDF,How to Extract PDF Pages Without Adobe,https://liftpdf.com/guides/extract-pdf-pages-without-adobe,YES,YES,200,2796,7,26,Article|BreadcrumbList|HowTo|FAQPage,learn how to solve a PDF problem,guides/extract pdf pages without adobe,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/guides/extract-pages-from-password-protected-pdf,guide,Extract Pages From a Password Protected PDF | LiftPDF,How to Extract Pages From a Password Protected PDF,https://liftpdf.com/guides/extract-pages-from-password-protected-pdf,YES,YES,200,2882,8,28,Article|BreadcrumbList|HowTo|FAQPage,learn how to solve a PDF problem,guides/extract pages from password protected pdf,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/guides/extract-pages-from-scanned-pdf,guide,Extract Pages From a Scanned PDF | LiftPDF,How to Extract Pages From a Scanned PDF,https://liftpdf.com/guides/extract-pages-from-scanned-pdf,YES,YES,200,2813,8,27,Article|BreadcrumbList|HowTo|FAQPage,learn how to solve a PDF problem,guides/extract pages from scanned pdf,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/guides/extract-pages-vs-split-pdf,guide,Extract Pages vs Split PDF | LiftPDF,Extract Pages vs Split PDF,https://liftpdf.com/guides/extract-pages-vs-split-pdf,YES,YES,200,3526,10,26,Article|BreadcrumbList|FAQPage,learn how to solve a PDF problem,guides/extract pages vs split pdf,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/guides/how-to-merge-pdf,guide,How to Merge PDF Files Online | LiftPDF,How to Merge PDF Files,https://liftpdf.com/guides/how-to-merge-pdf,YES,YES,200,5284,19,26,Article|BreadcrumbList|HowTo|FAQPage,learn how to solve a PDF problem,guides/how to merge pdf,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/guides/merge-pdf-online,guide,Merge PDF Online Free | LiftPDF,Merge PDF Online,https://liftpdf.com/guides/merge-pdf-online,YES,YES,200,3426,7,26,Article|BreadcrumbList|HowTo|FAQPage,learn how to solve a PDF problem,guides/merge pdf online,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/guides/merge-pdf-without-adobe,guide,Merge PDF Without Adobe Acrobat | LiftPDF,How to Merge PDF Files Without Adobe,https://liftpdf.com/guides/merge-pdf-without-adobe,YES,YES,200,3376,8,26,Article|BreadcrumbList|HowTo|FAQPage,learn how to solve a PDF problem,guides/merge pdf without adobe,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/guides/merge-two-pdf-files,guide,Merge Two PDF Files Into One | LiftPDF,How to Merge Two PDF Files,https://liftpdf.com/guides/merge-two-pdf-files,YES,YES,200,3371,7,26,Article|BreadcrumbList|HowTo|FAQPage,learn how to solve a PDF problem,guides/merge two pdf files,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/guides/merge-multiple-pdf-files,guide,Merge Multiple PDF Files Into One | LiftPDF,How to Merge Multiple PDF Files,https://liftpdf.com/guides/merge-multiple-pdf-files,YES,YES,200,3441,9,26,Article|BreadcrumbList|HowTo|FAQPage,learn how to solve a PDF problem,guides/merge multiple pdf files,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/guides/merge-pdf-free,guide,Merge PDF Free Online | LiftPDF,Merge PDF Free,https://liftpdf.com/guides/merge-pdf-free,YES,YES,200,3176,7,26,Article|BreadcrumbList|HowTo|FAQPage,learn how to solve a PDF problem,guides/merge pdf free,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/guides/why-cant-i-merge-pdf-files,guide,Why Can't I Merge PDF Files? | LiftPDF,Why Can't I Merge PDF Files?,https://liftpdf.com/guides/why-cant-i-merge-pdf-files,YES,YES,200,3395,10,26,Article|BreadcrumbList|HowTo|FAQPage,learn how to solve a PDF problem,guides/why cant i merge pdf files,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/guides/why-is-my-merged-pdf-too-large,guide,Why Is My Merged PDF Too Large? | LiftPDF,Why Is My Merged PDF Too Large?,https://liftpdf.com/guides/why-is-my-merged-pdf-too-large,YES,YES,200,3459,10,26,Article|BreadcrumbList|HowTo|FAQPage,learn how to solve a PDF problem,guides/why is my merged pdf too large,ADEQUATE_INITIAL,KEEP
https://liftpdf.com/guides/why-does-merge-pdf-fail,guide,Why Does Merge PDF Fail? | LiftPDF,Why Does Merge PDF Fail?,https://liftpdf.com/guides/why-does-merge-pdf-fail,YES,YES,200,3225,9,26,Article|BreadcrumbList|HowTo|FAQPage,learn how to solve a PDF problem,guides/why does merge pdf fail,ADEQUATE_INITIAL,KEEP
