url,type,title,h1,canonical,indexable,in_sitemap,status_code,content_length,internal_inlinks,internal_outlinks,schema_types,primary_intent,target_keyword,content_quality,action
https://liftpdf.com,home,"LiftPDF - Free PDF tools to convert, merge, split, compress, protect and edit files directly in your browser.",Every PDF Tool You Need,https://liftpdf.com/,YES,YES,200,709,0,66,Organization|WebSite|SoftwareApplication,home,liftpdf,SHORT_OR_TRUST,KEEP
https://liftpdf.com/pdf-tools,tool_index,All PDF Tools Online - 17 Browser PDF Tools | LiftPDF,All PDF Tools,https://liftpdf.com/pdf-tools,YES,YES,200,792,468,70,CollectionPage|BreadcrumbList|FAQPage,tool_index,pdf-tools,SHORT_OR_TRUST,ENRICHED_OR_REVIEW
https://liftpdf.com/pdf-converter,category,PDF Converter Online | LiftPDF - Free Browser PDF Tools,PDF Converter Online | LiftPDF,https://liftpdf.com/pdf-converter,YES,YES,200,847,419,57,CollectionPage|Article|BreadcrumbList|FAQPage,category,pdf-converter,SHORT_OR_TRUST,ENRICHED_OR_REVIEW
https://liftpdf.com/pdf-editor,category,PDF Editor Online | LiftPDF - Free PDF Editing Tools,PDF Editor Online | LiftPDF,https://liftpdf.com/pdf-editor,YES,YES,200,755,407,56,CollectionPage|Article|BreadcrumbList|FAQPage,category,pdf-editor,SHORT_OR_TRUST,ENRICHED_OR_REVIEW
https://liftpdf.com/pdf-security,category,PDF Security Tools - Protect and Unlock PDFs | LiftPDF,PDF Security Tools - Protect and Unlock PDFs | LiftPDF,https://liftpdf.com/pdf-security,YES,YES,200,799,160,56,CollectionPage|Article|BreadcrumbList|FAQPage,category,pdf-security,SHORT_OR_TRUST,ENRICHED_OR_REVIEW
https://liftpdf.com/pdf-image-tools,category,PDF Image Tools | LiftPDF - Image and PDF Converters,PDF Image Tools | LiftPDF,https://liftpdf.com/pdf-image-tools,YES,YES,200,745,180,56,CollectionPage|Article|BreadcrumbList|FAQPage,category,pdf-image-tools,SHORT_OR_TRUST,ENRICHED_OR_REVIEW
https://liftpdf.com/organize-pdf,category,Organize PDF Online | LiftPDF - Free PDF Organizer,Organize PDF Online | LiftPDF,https://liftpdf.com/organize-pdf,YES,YES,200,782,204,59,CollectionPage|Article|BreadcrumbList|FAQPage,category,organize-pdf,SHORT_OR_TRUST,ENRICHED_OR_REVIEW
https://liftpdf.com/privacy,trust,Privacy First PDF Tools | LiftPDF,Privacy First,https://liftpdf.com/privacy,YES,YES,200,671,158,40,WebPage|BreadcrumbList|FAQPage,trust,privacy,SHORT_OR_TRUST,KEEP
https://liftpdf.com/cookies,trust,Cookie Policy | LiftPDF,Cookie Policy,https://liftpdf.com/cookies,YES,YES,200,244,136,36,WebPage|BreadcrumbList,trust,cookies,SHORT_OR_TRUST,KEEP
https://liftpdf.com/security,trust,LiftPDF Security Overview | Browser-Side PDF Processing,Security Overview,https://liftpdf.com/security,YES,YES,200,430,157,38,WebPage|BreadcrumbList|FAQPage,trust,security,SHORT_OR_TRUST,KEEP
